s2,s3,s10,s8,s12,s15,s19,s17,s18,s21,s5,s7,s20,s4,s16,s13,s9,s11,s14,s1,s6
1,0.67804878,1,0.603658537,0.719512195,0.554878049,0.731707317,0.341463415,0.408536585,0.237804878,0.347560976,0.201219512,0.182926829,0.091463415,0.530487805,0.286585366,0,0.091463415,0.12804878,0.09,0
0.997560976,1,0.818699187,0.87398374,0.719512195,0.821138211,0.865853659,0.772357724,0.483739837,0.646341463,0.325203252,0.113821138,0.341463415,0.268292683,0.199186992,0.085365854,0.191869919,0.032520325,0.020325203,0,0
1,0.769565217,1,0.765217391,0.791304348,0.652173913,0.817391304,0.626086957,0.304347826,0.443478261,0.32173913,0.382608696,0.234782609,0.269565217,0.234782609,0.295652174,0,0.026086957,0,0.02,0
1,0.873643411,1,0.612403101,0.88372093,0.736434109,0.813953488,0.511627907,0.310077519,0.372093023,0.248062016,0.333333333,0.418604651,0.19379845,0.387596899,0.131782946,0,0.015503876,0.069767442,0.1,0
1,0.545833333,1,0.570833333,0.795833333,0.483333333,0.845833333,0.529166667,0.4,0.308333333,0.279166667,0.266666667,0.220833333,0.120833333,0.533333333,0.220833333,0,0.0625,0.1125,0.1,0
1,1,0.815625,0.8875,0.684375,0.78125,0.775,0.65625,0.36875,0.496875,0.425,0.278125,0.4,0.390625,0.053125,0.178125,0.053125,0.01875,0,0.04,0
1,0.782517483,0.959440559,0.902097902,0.657342657,0.804195804,0.804195804,0.783216783,0.293706294,0.587412587,0.391608392,0.328671329,0.132867133,0.307692308,0.06993007,0.258741259,0,0,0,0.1,0
1,1,0.77716263,0.76816609,0.75432526,0.903114187,0.792387543,0.820069204,0.508650519,0.598615917,0.290657439,0.176470588,0.269896194,0.280276817,0.266435986,0.100346021,0.191349481,0.010380623,0.093425606,0,0
1,0.3,1,0.479674797,0.853658537,0.739837398,0.853658537,0.333333333,0.642276423,0.211382114,0.138211382,0.162601626,0.138211382,0.097560976,0.56097561,0.308943089,0.277235772,0.048780488,0.235772358,0.09,0
1,1,0.913513514,0.902702703,0.708108108,0.745945946,0.778378378,0.643243243,0.367567568,0.383783784,0.437837838,0.318918919,0.237837838,0.324324324,0.259459459,0.172972973,0,0.043243243,0.016216216,0.08,0
,,,,,,,,,,,,,,,,,,,,0
